	0	1	2	3
0	Nov 15th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-36-13939.html	Bridgeport	Connecticut
1	Nov 14th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-13924.html	Boston	Massachusetts
2	Nov 14th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-13923.html	Boston	Massachusetts
3	Nov 8th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-13748.html	Liverpool	England
4	Nov 8th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-13747.html	Liverpool	England
5	Nov 8th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-35-13746.html	Liverpool	England
6	Nov 7th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-taping-13712.html	Liverpool	England
7	Nov 7th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-13710.html	Liverpool	England
8	Nov 1st 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-13550.html	Greenville	South Carolina
9	Nov 1st 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-13549.html	Greenville	South Carolina
0	Nov 1st 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-34-13548.html	Greenville	South Carolina
1	Oct 31st 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-13510.html	Atlanta	Georgia
2	Oct 31st 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-13509.html	Atlanta	Georgia
3	Oct 25th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-13249.html	Houston	Texas
4	Oct 25th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-13248.html	Houston	Texas
5	Oct 25th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-33-13247.html	Houston	Texas
6	Oct 24th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-13185.html	Austin	Texas
7	Oct 24th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-13184.html	Austin	Texas
8	Oct 23rd 2011	http://www.profightdb.com/cards/wwe/vengeance-3911-13125.html	San Antonio	Texas
9	Oct 16th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-12961.html	Mexico City	Federal District
0	Oct 16th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-12900.html	Mexico City	Federal District
1	Oct 16th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-32-12876.html	Mexico City	Federal District
2	Oct 15th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-taping-12849.html	Mexico City	Federal District
3	Oct 15th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-12848.html	Mexico City	Federal District
4	Oct 11th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-12650.html	Dallas	Texas
5	Oct 11th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-12649.html	Dallas	Texas
6	Oct 11th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-31-12647.html	Dallas	Texas
7	Oct 10th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-12620.html	Oklahoma City	Oklahoma
8	Oct 10th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-12619.html	Oklahoma City	Oklahoma
9	Oct 4th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-12419.html	Biloxi	Mississippi
0	Oct 4th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-12418.html	Biloxi	Mississippi
1	Oct 4th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-30-12417.html	Biloxi	Mississippi
2	Oct 3rd 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-12390.html	Lafayette	Louisiana
3	Oct 3rd 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-12389.html	Lafayette	Louisiana
4	Oct 2nd 2011	http://www.profightdb.com/cards/wwe/hell-in-a-cell-3911-12371.html	New Orleans	Louisiana
5	Sep 27th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-12314.html	St. Louis	Missouri
6	Sep 27th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-12313.html	St. Louis	Missouri
7	Sep 27th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-29-12312.html	St. Louis	Missouri
8	Sep 26th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-12273.html	Kansas City	Missouri
9	Sep 26th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-12272.html	Kansas City	Missouri
0	Sep 20th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-12206.html	Dayton	Ohio
1	Sep 20th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-12205.html	Dayton	Ohio
2	Sep 20th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-28-12204.html	Dayton	Ohio
3	Sep 19th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-12203.html	Cleveland	Ohio
4	Sep 19th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-12202.html	Cleveland	Ohio
5	Sep 18th 2011	http://www.profightdb.com/cards/wwe/night-of-champions-3911-12188.html	Buffalo	New York
6	Sep 13th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-12145.html	Toronto	Ontario
7	Sep 13th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-12144.html	Toronto	Ontario
8	Sep 13th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-27-12143.html	Toronto	Ontario
9	Sep 12th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-12127.html	Ottawa	Ontario
0	Sep 12th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-12126.html	Ottawa	Ontario
1	Sep 6th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-11973.html	Toledo	Ohio
2	Sep 6th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-11972.html	Toledo	Ohio
3	Sep 6th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-26-11971.html	Toledo	Ohio
4	Sep 5th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-11938.html	Columbus	Ohio
5	Sep 5th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-11937.html	Columbus	Ohio
6	Aug 30th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-11838.html	Wichita	Kansas
7	Aug 30th 2011	http://www.profightdb.com/cards/wwe/super-smackdown-live-11819.html	Wichita	Kansas
8	Aug 29th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-11818.html	Tulsa	Oklahoma
9	Aug 29th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-11817.html	Tulsa	Oklahoma
0	Aug 23rd 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-11787.html	Calgary	Alberta
1	Aug 23rd 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-11786.html	Calgary	Alberta
2	Aug 23rd 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-25-11785.html	Calgary	Alberta
3	Aug 22nd 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-11779.html	Edmonton	Alberta
4	Aug 22nd 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-11778.html	Edmonton	Alberta
5	Aug 16th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-11717.html	Bakersfield	California
6	Aug 16th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-11716.html	Bakersfield	California
7	Aug 16th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-24-11715.html	Bakersfield	California
8	Aug 15th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-11707.html	San Diego	California
9	Aug 15th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-11706.html	San Diego	California
0	Aug 14th 2011	http://www.profightdb.com/cards/wwe/summerslam-3911-11693.html	Los Angeles	California
1	Aug 9th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-11617.html	Sacramento	California
2	Aug 9th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-11616.html	Sacramento	California
3	Aug 9th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-23-11615.html	Sacramento	California
4	Aug 8th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-11611.html	San Jose	California
5	Aug 8th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-11610.html	San Jose	California
6	Aug 2nd 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-11475.html	Lexington	Kentucky
7	Aug 2nd 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-11474.html	Lexington	Kentucky
8	Aug 2nd 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-22-11473.html	Lexington	Kentucky
9	Aug 1st 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-11434.html	Indianapolis	Indiana
0	Aug 1st 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-11433.html	Indianapolis	Indiana
1	Jul 26th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-11263.html	Philadelphia	Pennsylvania
2	Jul 26th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-11262.html	Philadelphia	Pennsylvania
3	Jul 26th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-21-11261.html	Philadelphia	Pennsylvania
4	Jul 25th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-11258.html	Hampton	Virginia
5	Jul 25th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-11257.html	Hampton	Virginia
6	Jul 19th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-11248.html	Minneapolis	Minnesota
7	Jul 19th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-11247.html	Minneapolis	Minnesota
8	Jul 19th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-20-11246.html	Minneapolis	Minnesota
9	Jul 18th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-11243.html	Green Bay	Wisconsin
0	Jul 18th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-11242.html	Green Bay	Wisconsin
1	Jul 17th 2011	http://www.profightdb.com/cards/wwe/money-in-the-bank-3911-11241.html	Chicago	Illinois
2	Jul 12th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-11223.html	Uncasville	Connecticut
3	Jul 12th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-11222.html	Uncasville	Connecticut
4	Jul 12th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-19-11221.html	Uncasville	Connecticut
5	Jul 11th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-11219.html	Boston	Massachusetts
6	Jul 11th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-11218.html	Boston	Massachusetts
7	Jun 29th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-11176.html	Tucson	Arizona
8	Jun 29th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-11175.html	Tucson	Arizona
9	Jun 29th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-18-11174.html	Tucson	Arizona
0	Jun 28th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-11171.html	Phoenix	Arizona
1	Jun 28th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-11170.html	Phoenix	Arizona
2	Jun 28th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-17-11169.html	Phoenix	Arizona
3	Jun 27th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-taping-11167.html	Las Vegas	Nevada
4	Jun 27th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-11166.html	Las Vegas	Nevada
5	Jun 27th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-11165.html	Las Vegas	Nevada
6	Jun 21st 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-11144.html	Hershey	Pennsylvania
7	Jun 21st 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-11143.html	Hershey	Pennsylvania
8	Jun 21st 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-16-11142.html	Hershey	Pennsylvania
9	Jun 20th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-11141.html	Baltimore	Maryland
0	Jun 20th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-11140.html	Baltimore	Maryland
1	Jun 19th 2011	http://www.profightdb.com/cards/wwe/capitol-punishment-3911-11139.html	Washington	DC
2	Jun 14th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-11043.html	Providence	Rhode Island
3	Jun 14th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-11042.html	Providence	Rhode Island
4	Jun 14th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-15-11041.html	Providence	Rhode Island
5	Jun 13th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-11038.html	Uniondale	New York
6	Jun 13th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-11037.html	Uniondale	New York
7	Jun 7th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-11000.html	Roanoke	Virginia
8	Jun 7th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10999.html	Roanoke	Virginia
9	Jun 7th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-14-10998.html	Roanoke	Virginia
0	Jun 6th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10997.html	Richmond	Virginia
1	Jun 6th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10996.html	Richmond	Virginia
2	May 31st 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10947.html	Des Moines	Iowa
3	May 31st 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10946.html	Des Moines	Iowa
4	May 31st 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-13-10945.html	Des Moines	Iowa
5	May 30th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10944.html	Omaha	Nebraska
6	May 30th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10943.html	Omaha	Nebraska
7	May 24th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10928.html	Spokane	Washington
8	May 24th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10927.html	Spokane	Washington
9	May 24th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-12-10926.html	Spokane	Washington
0	May 23rd 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10912.html	Portland	Oregon
1	May 23rd 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10911.html	Portland	Oregon
2	May 22nd 2011	http://www.profightdb.com/cards/wwe/over-the-limit-3911-10910.html	Seattle	Washington
3	May 19th 2011	http://www.profightdb.com/cards/wwe/tough-enough-exhibitions-taping-13064.html	Tampa	Florida
4	May 17th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10840.html	Corpus Christi	Texas
5	May 17th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10839.html	Corpus Christi	Texas
6	May 17th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-11-10838.html	Corpus Christi	Texas
7	May 16th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10836.html	San Antonio	Texas
8	May 16th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10835.html	San Antonio	Texas
9	May 10th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10820.html	Nashville	Tennessee
0	May 10th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10819.html	Nashville	Tennessee
1	May 10th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-10-10818.html	Nashville	Tennessee
2	May 9th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10816.html	Knoxville	Tennessee
3	May 9th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10815.html	Knoxville	Tennessee
4	May 4th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10800.html	Orlando	Florida
5	May 4th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10799.html	Orlando	Florida
6	May 3rd 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-9-10798.html	Orlando	Florida
7	May 2nd 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10795.html	Miami	Florida
8	May 2nd 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10794.html	Miami	Florida
9	May 1st 2011	http://www.profightdb.com/cards/wwe/extreme-rules-3911-10783.html	Tampa	Florida
0	Apr 26th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10716.html	Greensboro	North Carolina
1	Apr 26th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10715.html	Greensboro	North Carolina
2	Apr 26th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-8-10714.html	Greensboro	North Carolina
3	Apr 25th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10713.html	Raleigh	North Carolina
4	Apr 25th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10712.html	Raleigh	North Carolina
5	Apr 19th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10680.html	London	England
6	Apr 19th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10679.html	London	England
7	Apr 19th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-7-10678.html	London	England
8	Apr 18th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-taping-10676.html	London	England
9	Apr 18th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10675.html	London	England
0	Apr 12th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10664.html	Albany	New York
1	Apr 12th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10663.html	Albany	New York
2	Apr 12th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-6-10662.html	Albany	New York
3	Apr 11th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10661.html	Bridgeport	Connecticut
4	Apr 11th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10660.html	Bridgeport	Connecticut
5	Apr 5th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10645.html	Charlotte	North Carolina
6	Apr 5th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10644.html	Charlotte	North Carolina
7	Apr 5th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-5-10643.html	Charlotte	North Carolina
8	Apr 4th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10642.html	Atlanta	Georgia
9	Apr 4th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10641.html	Atlanta	Georgia
0	Apr 3rd 2011	http://www.profightdb.com/cards/wwe/wrestlemania-xxvii-10640.html	Atlanta	Georgia
1	Apr 3rd 2011	http://www.profightdb.com/cards/wwe/fan-axxess-3911---session-5-10635.html	Atlanta	Georgia
2	Apr 2nd 2011	http://www.profightdb.com/cards/wwe/fan-axxess-3911---session-4-10634.html	Atlanta	Georgia
3	Apr 2nd 2011	http://www.profightdb.com/cards/wwe/fan-axxess-3911---session-3-10633.html	Atlanta	Georgia
4	Apr 1st 2011	http://www.profightdb.com/cards/wwe/fan-axxess-3911---session-2-10639.html	Atlanta	Georgia
5	Mar 31st 2011	http://www.profightdb.com/cards/wwe/fan-axxess-3911---session-1-10638.html	Atlanta	Georgia
6	Mar 28th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10624.html	Chicago	Illinois
7	Mar 28th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-4-10623.html	Chicago	Illinois
8	Mar 28th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10621.html	Chicago	Illinois
9	Mar 28th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-10620.html	Chicago	Illinois
0	Mar 22nd 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10551.html	Columbus	Ohio
1	Mar 22nd 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10550.html	Columbus	Ohio
2	Mar 22nd 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-3-10549.html	Columbus	Ohio
3	Mar 21st 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10548.html	Pittsburgh	Pennsylvania
4	Mar 21st 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10547.html	Pittsburgh	Pennsylvania
5	Mar 19th 2011	http://www.profightdb.com/cards/wwe/msg-show-mar-3911-10540.html	New York	New York
6	Mar 15th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10528.html	Kansas City	Missouri
7	Mar 15th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10527.html	Kansas City	Missouri
8	Mar 15th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-2-10526.html	Kansas City	Missouri
9	Mar 14th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10525.html	St. Louis	Missouri
0	Mar 14th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10524.html	St. Louis	Missouri
1	Mar 8th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10515.html	Houston	Texas
2	Mar 8th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10514.html	Houston	Texas
3	Mar 8th 2011	http://www.profightdb.com/cards/wwe/nxt-redemption-taping-1-10513.html	Houston	Texas
4	Mar 7th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10512.html	Dallas	Texas
5	Mar 7th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10511.html	Dallas	Texas
6	Mar 1st 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10508.html	Cleveland	Ohio
7	Mar 1st 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10507.html	Cleveland	Ohio
8	Mar 1st 2011	http://www.profightdb.com/cards/wwe/nxt-season-4-taping-13-10506.html	Cleveland	Ohio
9	Feb 28th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10503.html	Buffalo	New York
0	Feb 28th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10502.html	Buffalo	New York
1	Feb 22nd 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10496.html	Sacramento	California
2	Feb 22nd 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10495.html	Sacramento	California
3	Feb 22nd 2011	http://www.profightdb.com/cards/wwe/nxt-season-4-taping-12-10494.html	Sacramento	California
4	Feb 21st 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10493.html	Fresno	California
5	Feb 21st 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10492.html	Fresno	California
6	Feb 20th 2011	http://www.profightdb.com/cards/wwe/elimination-chamber-3911-10487.html	Oakland	California
7	Feb 15th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10482.html	San Diego	California
8	Feb 15th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10481.html	San Diego	California
9	Feb 15th 2011	http://www.profightdb.com/cards/wwe/nxt-season-4-taping-11-10480.html	San Diego	California
0	Feb 14th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10479.html	Anaheim	California
1	Feb 14th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10478.html	Anaheim	California
2	Feb 13th 2011	http://www.profightdb.com/cards/wwe/wwe-live-19091.html	Bakersfield	California
3	Feb 8th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10469.html	Green Bay	Wisconsin
4	Feb 8th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10468.html	Green Bay	Wisconsin
5	Feb 8th 2011	http://www.profightdb.com/cards/wwe/nxt-season-4-taping-10-10467.html	Green Bay	Wisconsin
6	Feb 7th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10466.html	Milwaukee	Wisconsin
7	Feb 7th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10465.html	Milwaukee	Wisconsin
8	Feb 1st 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10453.html	Uniondale	New York
9	Feb 1st 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10452.html	Uniondale	New York
0	Feb 1st 2011	http://www.profightdb.com/cards/wwe/nxt-season-4-taping-9-10450.html	Uniondale	New York
1	Jan 31st 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10451.html	Providence	Rhode Island
2	Jan 31st 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10448.html	Providence	Rhode Island
3	Jan 30th 2011	http://www.profightdb.com/cards/wwe/royal-rumble-3911-10443.html	Boston	Massachusetts
4	Jan 25th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10436.html	Cincinnati	Ohio
5	Jan 25th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10435.html	Cincinnati	Ohio
6	Jan 25th 2011	http://www.profightdb.com/cards/wwe/nxt-season-4-taping-8-10434.html	Cincinnati	Ohio
7	Jan 24th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10433.html	Detroit	Michigan
8	Jan 24th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10432.html	Detroit	Michigan
9	Jan 18th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10419.html	Tulsa	Oklahoma
0	Jan 18th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10418.html	Tulsa	Oklahoma
1	Jan 18th 2011	http://www.profightdb.com/cards/wwe/nxt-season-4-taping-7-10417.html	Tulsa	Oklahoma
2	Jan 17th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10416.html	Little Rock	Arkansas
3	Jan 17th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10415.html	Little Rock	Arkansas
4	Jan 11th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10405.html	Birmingham	Alabama
5	Jan 11th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10404.html	Birmingham	Alabama
6	Jan 11th 2011	http://www.profightdb.com/cards/wwe/nxt-season-4-taping-6-10403.html	Birmingham	Alabama
7	Jan 10th 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10395.html	Nashville	Tennessee
8	Jan 10th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10394.html	Nashville	Tennessee
9	Jan 4th 2011	http://www.profightdb.com/cards/wwe/smackdown-taping-10370.html	Tucson	Arizona
0	Jan 4th 2011	http://www.profightdb.com/cards/wwe/superstars-taping-2-10369.html	Tucson	Arizona
1	Jan 4th 2011	http://www.profightdb.com/cards/wwe/nxt-season-4-taping-5-10368.html	Tucson	Arizona
2	Jan 3rd 2011	http://www.profightdb.com/cards/wwe/superstars-taping-1-10366.html	Phoenix	Arizona
3	Jan 3rd 2011	http://www.profightdb.com/cards/wwe/monday-night-raw-10365.html	Phoenix	Arizona
4	Dec 28th 2010	http://www.profightdb.com/cards/wwe/smackdown-taping-10333.html	Rochester	New York
5	Dec 28th 2010	http://www.profightdb.com/cards/wwe/superstars-taping-2-10332.html	Rochester	New York
6	Dec 28th 2010	http://www.profightdb.com/cards/wwe/nxt-season-4-taping-4-10331.html	Rochester	New York
7	Dec 27th 2010	http://www.profightdb.com/cards/wwe/monday-night-raw-10329.html	Albany	New York
8	Dec 27th 2010	http://www.profightdb.com/cards/wwe/superstars-taping-1-10328.html	Albany	New York
9	Dec 26th 2010	http://www.profightdb.com/cards/wwe/msg-show-dec-3910-10327.html	New York	New York
0	Dec 21st 2010	http://www.profightdb.com/cards/wwe/superstars-taping-2-10296.html	San Antonio	Texas
1	Dec 21st 2010	http://www.profightdb.com/cards/wwe/smackdown-10269.html	San Antonio	Texas
2	Dec 21st 2010	http://www.profightdb.com/cards/wwe/nxt-season-4-taping-3-10270.html	San Antonio	Texas
3	Dec 20th 2010	http://www.profightdb.com/cards/wwe/superstars-taping-1-10252.html	Austin	Texas
4	Dec 20th 2010	http://www.profightdb.com/cards/wwe/monday-night-raw-10244.html	Austin	Texas
