	0	1	2	3
6	Aug 1st 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1352.html	Birmingham	Alabama
7	Jul 31st 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1351.html	Atlanta	Georgia
8	Jul 31st 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1350.html	Atlanta	Georgia
9	Jul 25th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1349.html	San Antonio	Texas
0	Jul 25th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1348.html	San Antonio	Texas
1	Jul 24th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1347.html	Austin	Texas
2	Jul 24th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1346.html	Austin	Texas
3	Jul 23rd 2000	http://www.profightdb.com/cards/wwf/fully-loaded-3900-109.html	Dallas	Texas
4	Jul 18th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1345.html	Uniondale	New York
5	Jul 18th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1344.html	Uniondale	New York
6	Jul 17th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1343.html	Albany	New York
7	Jul 17th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1342.html	Albany	New York
8	Jul 11th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1341.html	Oakland	California
9	Jul 11th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1340.html	Oakland	California
0	Jul 10th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1339.html	San Jose	California
1	Jul 10th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1338.html	San Jose	California
2	Jul 4th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1337.html	Sunrise	Florida
3	Jul 4th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1336.html	Sunrise	Florida
4	Jul 3rd 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1335.html	Orlando	Florida
5	Jul 3rd 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1334.html	Orlando	Florida
6	Jun 28th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1333.html	Hartford	Connecticut
7	Jun 28th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1332.html	Hartford	Connecticut
8	Jun 26th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1331.html	Worcester	Massachusetts
9	Jun 26th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1330.html	Worcester	Massachusetts
0	Jun 25th 2000	http://www.profightdb.com/cards/wwf/king-of-the-ring-3900-108.html	Boston	Massachusetts
1	Jun 24th 2000	http://www.profightdb.com/cards/wwf/msg-show-jun-3900-5171.html	New York	New York
2	Jun 20th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1329.html	Memphis	Tennessee
3	Jun 20th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1328.html	Memphis	Tennessee
4	Jun 19th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1327.html	Nashville	Tennessee
5	Jun 19th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1326.html	Nashville	Tennessee
6	Jun 13th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1325.html	Chicago	Illinois
7	Jun 13th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1324.html	Chicago	Illinois
8	Jun 12th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1323.html	St. Louis	Missouri
9	Jun 12th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1322.html	St. Louis	Missouri
0	Jun 6th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1320.html	Buffalo	New York
1	Jun 6th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1319.html	Buffalo	New York
2	Jun 5th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1318.html	Rochester	New York
3	Jun 5th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1317.html	Rochester	New York
4	May 30th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1316.html	Tacoma	Washington
5	May 30th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1315.html	Tacoma	Washington
6	May 29th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1314.html	Vancouver	British Columbia
7	May 29th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1313.html	Vancouver	British Columbia
8	May 23rd 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1308.html	Evansville	Indiana
9	May 23rd 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1307.html	Evansville	Indiana
0	May 22nd 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1306.html	Indianapolis	Indiana
1	May 22nd 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1305.html	Indianapolis	Indiana
2	May 21st 2000	http://www.profightdb.com/cards/wwf/judgment-day-3900-107.html	Louisville	Kentucky
3	May 16th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1304.html	Detroit	Michigan
4	May 16th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1303.html	Detroit	Michigan
5	May 15th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1302.html	Cleveland	Ohio
6	May 15th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1301.html	Cleveland	Ohio
7	May 9th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1300.html	New Haven	Connecticut
8	May 9th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1299.html	New Haven	Connecticut
9	May 8th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1298.html	Uniondale	New York
0	May 8th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1297.html	Uniondale	New York
1	May 6th 2000	http://www.profightdb.com/cards/wwf/insurrextion-3900-106.html	London	England
2	May 2nd 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1296.html	Richmond	Virginia
3	May 2nd 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1295.html	Richmond	Virginia
4	May 1st 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1294.html	Baltimore	Maryland
5	May 1st 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1293.html	Baltimore	Maryland
6	Apr 30th 2000	http://www.profightdb.com/cards/wwf/backlash-3900-105.html	Washington	DC
7	Apr 25th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1292.html	Charlotte	North Carolina
8	Apr 25th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1291.html	Charlotte	North Carolina
9	Apr 24th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1290.html	Raleigh	North Carolina
0	Apr 24th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1289.html	Raleigh	North Carolina
1	Apr 18th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1288.html	Philadelphia	Pennsylvania
2	Apr 18th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1287.html	Philadelphia	Pennsylvania
3	Apr 17th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1286.html	State College	Pennsylvania
4	Apr 17th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1285.html	State College	Pennsylvania
5	Apr 11th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1284.html	Tampa	Florida
6	Apr 11th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1283.html	Tampa	Florida
7	Apr 10th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1282.html	Sunrise	Florida
8	Apr 10th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1281.html	Sunrise	Florida
9	Apr 4th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1280.html	San Jose	California
0	Apr 4th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1279.html	San Jose	California
1	Apr 3rd 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1278.html	Los Angeles	California
2	Apr 3rd 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1277.html	Los Angeles	California
3	Apr 2nd 2000	http://www.profightdb.com/cards/wwf/wrestlemania-2000-104.html	Anaheim	California
4	Mar 28th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1276.html	San Antonio	Texas
5	Mar 28th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1275.html	San Antonio	Texas
6	Mar 27th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1274.html	Houston	Texas
7	Mar 27th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1273.html	Houston	Texas
8	Mar 21st 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1271.html	Milwaukee	Wisconsin
9	Mar 21st 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1270.html	Milwaukee	Wisconsin
0	Mar 20th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1269.html	Chicago	Illinois
1	Mar 20th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1268.html	Chicago	Illinois
2	Mar 14th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1267.html	Uniondale	New York
3	Mar 14th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1266.html	Uniondale	New York
4	Mar 13th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1265.html	East Rutherford	New Jersey
5	Mar 13th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1264.html	East Rutherford	New Jersey
6	Mar 7th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1263.html	Boston	Massachusetts
7	Mar 7th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1262.html	Boston	Massachusetts
8	Mar 6th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1261.html	Springfield	Massachusetts
9	Mar 6th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1260.html	Springfield	Massachusetts
0	Feb 29th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1259.html	Trenton	New Jersey
1	Feb 29th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1258.html	Trenton	New Jersey
2	Feb 28th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1257.html	New York	New York
3	Feb 28th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1256.html	New York	New York
4	Feb 27th 2000	http://www.profightdb.com/cards/wwf/no-way-out-3900-103.html	Hartford	Connecticut
5	Feb 22nd 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1255.html	Nashville	Tennessee
6	Feb 22nd 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1254.html	Nashville	Tennessee
7	Feb 21st 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1253.html	Atlanta	Georgia
8	Feb 21st 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1252.html	Atlanta	Georgia
9	Feb 15th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1251.html	Fresno	California
0	Feb 15th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1250.html	Fresno	California
1	Feb 14th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1249.html	San Jose	California
2	Feb 14th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1248.html	San Jose	California
3	Feb 13th 2000	http://www.profightdb.com/cards/wwf/wwf-live-19079.html	Bakersfield	California
4	Feb 8th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1247.html	Austin	Texas
5	Feb 8th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1246.html	Austin	Texas
6	Feb 7th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1245.html	Dallas	Texas
7	Feb 7th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1244.html	Dallas	Texas
8	Feb 1st 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1243.html	Detroit	Michigan
9	Feb 1st 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1242.html	Detroit	Michigan
0	Jan 31st 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1234.html	Pittsburgh	Pennsylvania
1	Jan 31st 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1233.html	Pittsburgh	Pennsylvania
2	Jan 25th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1232.html	Baltimore	Maryland
3	Jan 25th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1231.html	Baltimore	Maryland
4	Jan 24th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1241.html	Philadelphia	Pennsylvania
5	Jan 24th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1230.html	Philadelphia	Pennsylvania
6	Jan 23rd 2000	http://www.profightdb.com/cards/wwf/royal-rumble-3900-102.html	New York	New York
7	Jan 18th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1240.html	Providence	Rhode Island
8	Jan 18th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1229.html	Providence	Rhode Island
9	Jan 17th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1239.html	New Haven	Connecticut
0	Jan 17th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1228.html	New Haven	Connecticut
1	Jan 11th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1238.html	Chicago	Illinois
2	Jan 11th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1227.html	Chicago	Illinois
3	Jan 10th 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1237.html	St. Louis	Missouri
4	Jan 10th 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1226.html	St. Louis	Missouri
5	Jan 4th 2000	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1236.html	Orlando	Florida
6	Jan 4th 2000	http://www.profightdb.com/cards/wwf/smackdown-taping-1225.html	Orlando	Florida
7	Jan 3rd 2000	http://www.profightdb.com/cards/wwf/jakked-taping-1235.html	Miami	Florida
8	Jan 3rd 2000	http://www.profightdb.com/cards/wwf/monday-night-raw-1224.html	Miami	Florida
9	Dec 28th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1515.html	Richmond	Virginia
0	Dec 28th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1221.html	Richmond	Virginia
1	Dec 27th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1220.html	Greensboro	North Carolina
2	Dec 21st 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1514.html	Dallas	Texas
3	Dec 21st 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1219.html	Dallas	Texas
4	Dec 20th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1451.html	Houston	Texas
5	Dec 20th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1218.html	Houston	Texas
6	Dec 14th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1513.html	Tallahassee	Florida
7	Dec 14th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1217.html	Tallahassee	Florida
8	Dec 13th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1450.html	Tampa	Florida
9	Dec 13th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1216.html	Tampa	Florida
0	Dec 12th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1512.html	Sunrise	Florida
1	Dec 12th 1999	http://www.profightdb.com/cards/wwf/armageddon-3999-101.html	Sunrise	Florida
2	Dec 7th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1215.html	Boston	Massachusetts
3	Dec 6th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1449.html	Worcester	Massachusetts
4	Dec 6th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1214.html	Worcester	Massachusetts
5	Dec 4th 1999	http://www.profightdb.com/cards/wwf/msg-show-dec-3999-5170.html	New York	New York
6	Nov 30th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1511.html	Anaheim	California
7	Nov 30th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1213.html	Anaheim	California
8	Nov 29th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1448.html	Los Angeles	California
9	Nov 29th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1212.html	Los Angeles	California
0	Nov 23rd 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1510.html	Rochester	New York
1	Nov 23rd 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1211.html	Rochester	New York
2	Nov 22nd 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1447.html	Syracuse	New York
3	Nov 22nd 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1210.html	Syracuse	New York
4	Nov 16th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1509.html	Cincinnati	Ohio
5	Nov 16th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1209.html	Cincinnati	Ohio
6	Nov 15th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1446.html	Pittsburgh	Pennsylvania
7	Nov 15th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1208.html	Pittsburgh	Pennsylvania
8	Nov 14th 1999	http://www.profightdb.com/cards/wwf/survivor-series-3999-100.html	Detroit	Michigan
9	Nov 9th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1207.html	Baltimore	Maryland
0	Nov 8th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1461.html	State College	Pennsylvania
1	Nov 8th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1206.html	State College	Pennsylvania
2	Nov 2nd 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1508.html	Philadelphia	Pennsylvania
3	Nov 2nd 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1205.html	Philadelphia	Pennsylvania
4	Nov 1st 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1460.html	Washington	DC
5	Nov 1st 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1204.html	Washington	DC
6	Oct 30th 1999	http://www.profightdb.com/cards/wwf/msg-show-oct-3999-5169.html	New York	New York
7	Oct 26th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1507.html	Springfield	Massachusetts
8	Oct 26th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1201.html	Springfield	Massachusetts
9	Oct 25th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1459.html	Providence	Rhode Island
0	Oct 25th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1200.html	Providence	Rhode Island
1	Oct 19th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1506.html	Louisville	Kentucky
2	Oct 19th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1199.html	Louisville	Kentucky
3	Oct 18th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1458.html	Columbus	Ohio
4	Oct 18th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1198.html	Columbus	Ohio
5	Oct 17th 1999	http://www.profightdb.com/cards/wwf/no-mercy-3999-99.html	Cleveland	Ohio
6	Oct 12th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1505.html	Birmingham	Alabama
7	Oct 12th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1197.html	Birmingham	Alabama
8	Oct 11th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1445.html	Atlanta	Georgia
9	Oct 11th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1196.html	Atlanta	Georgia
0	Oct 5th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1504.html	Uniondale	New York
1	Oct 5th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1195.html	Uniondale	New York
2	Oct 4th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1457.html	East Rutherford	New Jersey
3	Oct 4th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1194.html	East Rutherford	New Jersey
4	Oct 2nd 1999	http://www.profightdb.com/cards/wwf/rebellion-3999-98.html	Birmingham	England
5	Sep 28th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1502.html	Richmond	Virginia
6	Sep 28th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1190.html	Richmond	Virginia
7	Sep 28th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1189.html	Greensboro	North Carolina
8	Sep 27th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1456.html	Greensboro	North Carolina
9	Sep 26th 1999	http://www.profightdb.com/cards/wwf/unforgiven-3999-97.html	Charlotte	North Carolina
0	Sep 21st 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1188.html	Dallas	Texas
1	Sep 20th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1455.html	Houston	Texas
2	Sep 20th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1187.html	Houston	Texas
3	Sep 14th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1501.html	Las Vegas	Nevada
4	Sep 14th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1186.html	Las Vegas	Nevada
5	Sep 13th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1454.html	Anaheim	California
6	Sep 13th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1185.html	Anaheim	California
7	Sep 7th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1500.html	Albany	New York
8	Sep 7th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1184.html	Albany	New York
9	Sep 6th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1453.html	Hartford	Connecticut
0	Sep 6th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1183.html	Hartford	Connecticut
1	Aug 31st 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1499.html	Worcester	Massachusetts
2	Aug 31st 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1182.html	Worcester	Massachusetts
3	Aug 30th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1444.html	Boston	Massachusetts
4	Aug 30th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1181.html	Boston	Massachusetts
5	Aug 28th 1999	http://www.profightdb.com/cards/wwf/msg-show-aug-3999-5168.html	New York	New York
6	Aug 24th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-9750.html	Kansas City	Missouri
7	Aug 23rd 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1180.html	Ames	Iowa
8	Aug 22nd 1999	http://www.profightdb.com/cards/wwf/summerslam-3999-96.html	Minneapolis	Minnesota
9	Aug 16th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1179.html	Milwaukee	Wisconsin
0	Aug 10th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1498.html	Milwaukee	Wisconsin
1	Aug 9th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3905.html	Chicago	Illinois
2	Aug 9th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3768.html	Chicago	Illinois
3	Aug 9th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1178.html	Chicago	Illinois
4	Aug 8th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3904.html	Detroit	Michigan
5	Aug 8th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1497.html	Detroit	Michigan
6	Jul 27th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3903.html	Columbus	Ohio
7	Jul 27th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3767.html	Columbus	Ohio
8	Jul 27th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1496.html	Columbus	Ohio
9	Jul 27th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1176.html	Columbus	Ohio
0	Jul 26th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3902.html	Cleveland	Ohio
1	Jul 26th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1175.html	Cleveland	Ohio
2	Jul 25th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1495.html	Buffalo	New York
3	Jul 25th 1999	http://www.profightdb.com/cards/wwf/fully-loaded-3999-95.html	Buffalo	New York
4	Jul 18th 1999	http://www.profightdb.com/cards/wwf/wwf-live-19092.html	Bakersfield	California
5	Jul 13th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1174.html	Lexington	Kentucky
6	Jul 12th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3901.html	Louisville	Kentucky
7	Jul 12th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1494.html	Lexington	Kentucky
8	Jul 12th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1173.html	Louisville	Kentucky
9	Jul 11th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3900.html	Indianapolis	Indiana
0	Jul 11th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1493.html	Indianapolis	Indiana
1	Jun 29th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1492.html	Fayetteville	North Carolina
2	Jun 29th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1171.html	Fayetteville	North Carolina
3	Jun 28th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3899.html	Charlotte	North Carolina
4	Jun 28th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3898.html	Charlotte	North Carolina
5	Jun 28th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1170.html	Charlotte	North Carolina
6	Jun 27th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1491.html	Greensboro	North Carolina
7	Jun 27th 1999	http://www.profightdb.com/cards/wwf/king-of-the-ring-3999-94.html	Greensboro	North Carolina
8	Jun 26th 1999	http://www.profightdb.com/cards/wwf/msg-show-jun-3999-5167.html	New York	New York
9	Jun 21st 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3897.html	Memphis	Tennessee
0	Jun 21st 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1169.html	Memphis	Tennessee
1	Jun 20th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1490.html	Nashville	Tennessee
2	Jun 14th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1168.html	Worcester	Massachusetts
3	Jun 8th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1489.html	Worcester	Massachusetts
4	Jun 7th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3896.html	Boston	Massachusetts
5	Jun 7th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1167.html	Boston	Massachusetts
6	Jun 6th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3895.html	Uniondale	New York
7	Jun 6th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1488.html	Uniondale	New York
8	May 31st 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1166.html	Moline	Illinois
9	May 25th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3894.html	Moline	Illinois
0	May 25th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3765.html	Moline	Illinois
1	May 25th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1487.html	Moline	Illinois
2	May 24th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3893.html	St. Louis	Missouri
3	May 24th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3764.html	St. Louis	Missouri
