	0	1
9	Dec 13th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1216.html
0	Dec 12th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1512.html
1	Dec 12th 1999	http://www.profightdb.com/cards/wwf/armageddon-3999-101.html
2	Dec 7th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1215.html
3	Dec 6th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1449.html
4	Dec 6th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1214.html
5	Dec 4th 1999	http://www.profightdb.com/cards/wwf/msg-show-dec-3999-5170.html
6	Nov 30th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1511.html
7	Nov 30th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1213.html
8	Nov 29th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1448.html
9	Nov 29th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1212.html
0	Nov 23rd 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1510.html
1	Nov 23rd 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1211.html
2	Nov 22nd 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1447.html
3	Nov 22nd 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1210.html
4	Nov 16th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1509.html
5	Nov 16th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1209.html
6	Nov 15th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1446.html
7	Nov 15th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1208.html
8	Nov 14th 1999	http://www.profightdb.com/cards/wwf/survivor-series-3999-100.html
9	Nov 9th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1207.html
0	Nov 8th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1461.html
1	Nov 8th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1206.html
2	Nov 2nd 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1508.html
3	Nov 2nd 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1205.html
4	Nov 1st 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1460.html
5	Nov 1st 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1204.html
6	Oct 30th 1999	http://www.profightdb.com/cards/wwf/msg-show-oct-3999-5169.html
7	Oct 26th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1507.html
8	Oct 26th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1201.html
9	Oct 25th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1459.html
0	Oct 25th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1200.html
1	Oct 19th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1506.html
2	Oct 19th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1199.html
3	Oct 18th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1458.html
4	Oct 18th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1198.html
5	Oct 17th 1999	http://www.profightdb.com/cards/wwf/no-mercy-3999-99.html
6	Oct 12th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1505.html
7	Oct 12th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1197.html
8	Oct 11th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1445.html
9	Oct 11th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1196.html
0	Oct 5th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1504.html
1	Oct 5th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1195.html
2	Oct 4th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1457.html
3	Oct 4th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1194.html
4	Oct 2nd 1999	http://www.profightdb.com/cards/wwf/rebellion-3999-98.html
5	Sep 28th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1502.html
6	Sep 28th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1190.html
7	Sep 28th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1189.html
8	Sep 27th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1456.html
9	Sep 26th 1999	http://www.profightdb.com/cards/wwf/unforgiven-3999-97.html
0	Sep 21st 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1188.html
1	Sep 20th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1455.html
2	Sep 20th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1187.html
3	Sep 14th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1501.html
4	Sep 14th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1186.html
5	Sep 13th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1454.html
6	Sep 13th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1185.html
7	Sep 7th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1500.html
8	Sep 7th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1184.html
9	Sep 6th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1453.html
0	Sep 6th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1183.html
1	Aug 31st 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1499.html
2	Aug 31st 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1182.html
3	Aug 30th 1999	http://www.profightdb.com/cards/wwf/jakked-taping-1444.html
4	Aug 30th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1181.html
5	Aug 28th 1999	http://www.profightdb.com/cards/wwf/msg-show-aug-3999-5168.html
6	Aug 24th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-9750.html
7	Aug 23rd 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1180.html
8	Aug 22nd 1999	http://www.profightdb.com/cards/wwf/summerslam-3999-96.html
9	Aug 16th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1179.html
0	Aug 10th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1498.html
1	Aug 9th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3905.html
2	Aug 9th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3768.html
3	Aug 9th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1178.html
4	Aug 8th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3904.html
5	Aug 8th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1497.html
6	Jul 27th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3903.html
7	Jul 27th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3767.html
8	Jul 27th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1496.html
9	Jul 27th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1176.html
0	Jul 26th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3902.html
1	Jul 26th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1175.html
2	Jul 25th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1495.html
3	Jul 25th 1999	http://www.profightdb.com/cards/wwf/fully-loaded-3999-95.html
4	Jul 18th 1999	http://www.profightdb.com/cards/wwf/wwf-live-19092.html
5	Jul 13th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1174.html
6	Jul 12th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3901.html
7	Jul 12th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1494.html
8	Jul 12th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1173.html
9	Jul 11th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3900.html
0	Jul 11th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1493.html
1	Jun 29th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1492.html
2	Jun 29th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1171.html
3	Jun 28th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3899.html
4	Jun 28th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3898.html
5	Jun 28th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1170.html
6	Jun 27th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1491.html
7	Jun 27th 1999	http://www.profightdb.com/cards/wwf/king-of-the-ring-3999-94.html
8	Jun 26th 1999	http://www.profightdb.com/cards/wwf/msg-show-jun-3999-5167.html
9	Jun 21st 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3897.html
0	Jun 21st 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1169.html
1	Jun 20th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1490.html
2	Jun 14th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1168.html
3	Jun 8th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1489.html
4	Jun 7th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3896.html
5	Jun 7th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1167.html
6	Jun 6th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3895.html
7	Jun 6th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1488.html
8	May 31st 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1166.html
9	May 25th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3894.html
0	May 25th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3765.html
1	May 25th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1487.html
2	May 24th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3893.html
3	May 24th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3764.html
4	May 24th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-raw-is-owen-1165.html
5	May 23rd 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1486.html
6	May 23rd 1999	http://www.profightdb.com/cards/wwf/over-the-edge-3999-93.html
7	May 16th 1999	http://www.profightdb.com/cards/wwf/no-mercy-113.html
8	May 11th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1485.html
9	May 11th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1164.html
0	May 10th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3892.html
1	May 10th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3763.html
2	May 10th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1163.html
3	May 9th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3891.html
4	May 9th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3762.html
5	May 9th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1484.html
6	May 2nd 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3890.html
7	May 2nd 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1483.html
8	May 2nd 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1162.html
9	Apr 27th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3889.html
0	Apr 27th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3761.html
1	Apr 27th 1999	http://www.profightdb.com/cards/wwf/smackdown-taping-1172.html
2	Apr 26th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3888.html
3	Apr 26th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3760.html
4	Apr 26th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1161.html
5	Apr 25th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1482.html
6	Apr 25th 1999	http://www.profightdb.com/cards/wwf/backlash-3999-92.html
7	Apr 24th 1999	http://www.profightdb.com/cards/wwf/msg-show-apr-3999-5166.html
8	Apr 13th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1481.html
9	Apr 13th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1160.html
0	Apr 12th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3887.html
1	Apr 12th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3759.html
2	Apr 12th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1159.html
3	Apr 11th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3886.html
4	Apr 11th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3758.html
5	Apr 11th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1480.html
6	Mar 30th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3885.html
7	Mar 30th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3757.html
8	Mar 30th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1479.html
9	Mar 30th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1158.html
0	Mar 29th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3884.html
1	Mar 29th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3756.html
2	Mar 29th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1157.html
3	Mar 28th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1478.html
4	Mar 28th 1999	http://www.profightdb.com/cards/wwf/wrestlemania-xv-91.html
5	Mar 22nd 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3883.html
6	Mar 22nd 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1156.html
7	Mar 15th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3755.html
8	Mar 15th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1477.html
9	Mar 15th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1155.html
0	Mar 14th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3882.html
1	Mar 14th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3754.html
2	Mar 14th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1476.html
3	Mar 2nd 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1475.html
4	Mar 2nd 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1154.html
5	Mar 1st 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3881.html
6	Mar 1st 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3753.html
7	Mar 1st 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1153.html
8	Feb 28th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3880.html
9	Feb 28th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3752.html
0	Feb 28th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1474.html
1	Feb 16th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3879.html
2	Feb 16th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3751.html
3	Feb 16th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1473.html
4	Feb 16th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1152.html
5	Feb 15th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3878.html
6	Feb 15th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3750.html
7	Feb 15th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1151.html
8	Feb 14th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1471.html
9	Feb 14th 1999	http://www.profightdb.com/cards/wwf/st-valentine39s-day-massacre-90.html
0	Feb 8th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3877.html
1	Feb 8th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1150.html
2	Feb 7th 1999	http://www.profightdb.com/cards/wwf/msg-show-feb-3999-5165.html
3	Jan 26th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3876.html
4	Jan 26th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3749.html
5	Jan 26th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1472.html
6	Jan 26th 1999	http://www.profightdb.com/cards/wwf/half-time-heat-taping-1470.html
7	Jan 26th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1149.html
8	Jan 25th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3875.html
9	Jan 25th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3748.html
0	Jan 25th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1469.html
1	Jan 25th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1148.html
2	Jan 24th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1468.html
3	Jan 24th 1999	http://www.profightdb.com/cards/wwf/royal-rumble-3999-89.html
4	Jan 12th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1467.html
5	Jan 12th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1147.html
6	Jan 11th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3874.html
7	Jan 11th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3747.html
8	Jan 11th 1999	http://www.profightdb.com/cards/wwf/monday-night-raw-1145.html
9	Jan 10th 1999	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3873.html
0	Jan 10th 1999	http://www.profightdb.com/cards/wwf/super-astros-taping-3746.html
1	Jan 10th 1999	http://www.profightdb.com/cards/wwf/sunday-night-heat-1466.html
2	Dec 29th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3872.html
3	Dec 29th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1539.html
4	Dec 29th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1144.html
5	Dec 28th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3871.html
6	Dec 28th 1998	http://www.profightdb.com/cards/wwf/super-astros-taping-3745.html
7	Dec 28th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-1143.html
8	Dec 27th 1998	http://www.profightdb.com/cards/wwf/msg-show-dec-3998-5164.html
9	Dec 15th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3870.html
0	Dec 15th 1998	http://www.profightdb.com/cards/wwf/super-astros-taping-3744.html
1	Dec 15th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1538.html
2	Dec 15th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1142.html
3	Dec 14th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3869.html
4	Dec 14th 1998	http://www.profightdb.com/cards/wwf/super-astros-taping-3743.html
5	Dec 14th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1537.html
6	Dec 14th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-1141.html
7	Dec 13th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-1536.html
8	Dec 13th 1998	http://www.profightdb.com/cards/wwf/rock-bottom-87.html
9	Dec 6th 1998	http://www.profightdb.com/cards/wwf/capital-carnage-86.html
0	Dec 1st 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3868.html
1	Dec 1st 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1140.html
2	Nov 30th 1998	http://www.profightdb.com/cards/wwf/super-astros-taping-3742.html
3	Nov 30th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1535.html
4	Nov 30th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-1139.html
5	Nov 29th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3867.html
6	Nov 29th 1998	http://www.profightdb.com/cards/wwf/super-astros-taping-3741.html
7	Nov 23rd 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1138.html
8	Nov 20th 1998	http://www.profightdb.com/cards/wwf/wwf-live-19093.html
9	Nov 17th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3866.html
0	Nov 17th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1534.html
1	Nov 16th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3865.html
2	Nov 16th 1998	http://www.profightdb.com/cards/wwf/super-astros-taping-3740.html
3	Nov 16th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1533.html
4	Nov 16th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-1137.html
5	Nov 15th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-1532.html
6	Nov 15th 1998	http://www.profightdb.com/cards/wwf/survivor-series-3998-85.html
7	Nov 3rd 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3864.html
8	Nov 3rd 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1531.html
9	Nov 3rd 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1136.html
0	Nov 2nd 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3863.html
1	Nov 2nd 1998	http://www.profightdb.com/cards/wwf/super-astros-taping-3739.html
2	Nov 2nd 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1530.html
3	Nov 2nd 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-1135.html
4	Nov 1st 1998	http://www.profightdb.com/cards/wwf/super-astros-taping-3738.html
5	Oct 25th 1998	http://www.profightdb.com/cards/wwf/msg-show-oct-3998-5163.html
6	Oct 20th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3862.html
7	Oct 20th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1529.html
8	Oct 20th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1134.html
9	Oct 19th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3861.html
0	Oct 19th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1528.html
1	Oct 19th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-1133.html
2	Oct 18th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-1527.html
3	Oct 18th 1998	http://www.profightdb.com/cards/wwf/judgment-day-3998-84.html
4	Oct 12th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3860.html
5	Oct 12th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-1132.html
6	Sep 29th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1526.html
7	Sep 29th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1525.html
8	Sep 29th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1131.html
9	Sep 28th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3859.html
0	Sep 28th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3858.html
1	Sep 28th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-1130.html
2	Sep 27th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-1524.html
3	Sep 27th 1998	http://www.profightdb.com/cards/wwf/breakdown-83.html
4	Sep 15th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3857.html
5	Sep 15th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1523.html
6	Sep 15th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1129.html
7	Sep 14th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3856.html
8	Sep 14th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-1128.html
9	Sep 1st 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3855.html
0	Sep 1st 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1522.html
1	Sep 1st 1998	http://www.profightdb.com/cards/wwf/saturday-night-raw-taping-1127.html
2	Aug 31st 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3854.html
3	Aug 31st 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1521.html
4	Aug 31st 1998	http://www.profightdb.com/cards/wwf/saturday-night-raw-taping-1126.html
5	Aug 30th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-1520.html
6	Aug 30th 1998	http://www.profightdb.com/cards/wwf/summerslam-3998-82.html
7	Aug 24th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3853.html
8	Aug 24th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-1078.html
9	Aug 11th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3851.html
0	Aug 11th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1519.html
1	Aug 11th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1077.html
2	Aug 10th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3852.html
3	Aug 10th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1518.html
4	Aug 10th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-1076.html
5	Jul 28th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3850.html
6	Jul 28th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1517.html
7	Jul 28th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1075.html
8	Jul 27th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3849.html
9	Jul 27th 1998	http://www.profightdb.com/cards/wwf/sunday-night-heat-taping-1516.html
0	Jul 27th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-1074.html
1	Jul 26th 1998	http://www.profightdb.com/cards/wwf/fully-loaded-3998-81.html
2	Jul 14th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3848.html
3	Jul 14th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1073.html
4	Jul 13th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3847.html
5	Jul 13th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-1072.html
6	Jun 30th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3846.html
7	Jun 30th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1071.html
8	Jun 29th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3845.html
9	Jun 29th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-1070.html
0	Jun 28th 1998	http://www.profightdb.com/cards/wwf/king-of-the-ring-3998-80.html
1	Jun 16th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3844.html
2	Jun 16th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1069.html
3	Jun 15th 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3843.html
4	Jun 15th 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-1068.html
5	Jun 5th 1998	http://www.profightdb.com/cards/wwf/msg-show-jun-3998-5162.html
6	Jun 2nd 1998	http://www.profightdb.com/cards/wwf/shotgun-saturday-night-taping-3842.html
7	Jun 2nd 1998	http://www.profightdb.com/cards/wwf/monday-night-raw-taping-1067.html
