"url"
"1"	"/index.php?befehl=shows&show=49216"
"2"	"/index.php?befehl=shows&show=50898"
"3"	"/index.php?befehl=shows&show=51140"
"4"	"/index.php?befehl=shows&show=49248"
"5"	"/index.php?befehl=shows&show=57509"
"6"	"/index.php?befehl=shows&show=49215"
"7"	"/index.php?befehl=shows&show=49246"
"8"	"/index.php?befehl=shows&show=49244"
"9"	"/index.php?befehl=shows&show=62159"
"10"	"/index.php?befehl=shows&show=49291"
"11"	"/index.php?befehl=shows&show=49390"
"12"	"/index.php?befehl=shows&show=49292"
"13"	"/index.php?befehl=shows&show=49290"
"14"	"/index.php?befehl=shows&show=287570"
"15"	"/index.php?befehl=shows&show=49222"
"16"	"/index.php?befehl=shows&show=51136"
"17"	"/index.php?befehl=shows&show=57508"
"18"	"/index.php?befehl=shows&show=49261"
"19"	"/index.php?befehl=shows&show=189863"
"20"	"/index.php?befehl=shows&show=49690"
"21"	"/index.php?befehl=shows&show=49221"
"22"	"/index.php?befehl=shows&show=49214"
"23"	"/index.php?befehl=shows&show=51135"
"24"	"/index.php?befehl=shows&show=49260"
"25"	"/index.php?befehl=shows&show=49258"
"26"	"/index.php?befehl=shows&show=49484"
"27"	"/index.php?befehl=shows&show=49220"
"28"	"/index.php?befehl=shows&show=49391"
"29"	"/index.php?befehl=shows&show=133433"
"30"	"/index.php?befehl=shows&show=49637"
"31"	"/index.php?befehl=shows&show=50899"
"32"	"/index.php?befehl=shows&show=50900"
"33"	"/index.php?befehl=shows&show=50897"
"34"	"/index.php?befehl=shows&show=57506"
"35"	"/index.php?befehl=shows&show=62158"
"36"	"/index.php?befehl=shows&show=73955"
"37"	"/index.php?befehl=shows&show=50896"
"38"	"/index.php?befehl=shows&show=48920"
"39"	"/index.php?befehl=shows&show=49599"
"40"	"/index.php?befehl=shows&show=211533"
"41"	"/index.php?befehl=shows&show=77202"
"42"	"/index.php?befehl=shows&show=49262"
"43"	"/index.php?befehl=shows&show=51275"
"44"	"/index.php?befehl=shows&show=51276"
"45"	"/index.php?befehl=shows&show=49213"
"46"	"/index.php?befehl=shows&show=287571"
"47"	"/index.php?befehl=shows&show=210645"
"48"	"/index.php?befehl=shows&show=57507"
"49"	"/index.php?befehl=shows&show=211540"
"50"	"/index.php?befehl=shows&show=49212"
"51"	"/index.php?befehl=shows&show=179427"
"52"	"/index.php?befehl=shows&show=49218"
"53"	"/index.php?befehl=shows&show=49263"
"54"	"/index.php?befehl=shows&show=49265"
"55"	"/index.php?befehl=shows&show=49264"
